URL,Version,Status,OIDs,Name,Title,Description,Uses,Used,Sources
http://hapi.moh.gov.zm/fhir/ValueSet/zm-communication-lane-vs,0.1.0,draft,,ZMCommunicationLaneVS,Zambia Communication Lane Value Set,"Communication governance lanes supported by the Zambia Unified Health Communication Hub.","StructureDefinition/zm-core-communication,StructureDefinition/zm-core-communication-request","Internal"
http://hapi.moh.gov.zm/fhir/ValueSet/zm-communication-task-code-vs,0.1.0,draft,,ZMCommunicationTaskCodeVS,Zambia Communication Task Code Value Set,"Task actions supported by a communication workflow.","StructureDefinition/zm-core-communication-task","Internal"
http://hapi.moh.gov.zm/fhir/ValueSet/zm-core-condition-vs,0.1.0,active,,ZMCoreConditionVS,ZM-Core Condition/Diagnosis,"Conditions and diagnoses relevant to Zambian health",,"SCT"
http://hapi.moh.gov.zm/fhir/ValueSet/zm-core-encounter-type-vs,0.1.0,active,,ZMCoreEncounterTypeVS,ZM-Core Encounter Type,"Types of encounters in Zambian health systems",,"THO (V3)"
http://hapi.moh.gov.zm/fhir/ValueSet/zm-core-marital-status-vs,0.1.0,active,,ZMCoreMaritalStatusVS,ZM-Core Marital Status,"Marital status codes used in Zambian health systems",,"THO (V3)"
http://hapi.moh.gov.zm/fhir/ValueSet/zm-core-observation-category-vs,0.1.0,active,,ZMCoreObservationCategoryVS,ZM-Core Observation Category,"Observation categories used in Zambian health systems",,"THO"
http://hapi.moh.gov.zm/fhir/ValueSet/zm-core-organization-type-vs,0.1.0,active,,ZMCoreOrganizationTypeVS,ZM-Core Organization Type,"Organization types used in Zambian health systems",,"THO"
http://hapi.moh.gov.zm/fhir/ValueSet/zm-core-patient-gender-vs,0.1.0,active,,ZMCorePatientGenderVS,ZM-Core Patient Gender,"Patient gender codes",,"hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/administrative-gender,5.0.0,active,"2.16.840.1.113883.4.642.3.1",AdministrativeGender,AdministrativeGender,"The gender of a person used for administrative purposes.","StructureDefinition/zm-core-patient,StructureDefinition/zm-core-related-person,StructureDefinition/zm-core-practitioner","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/adverse-event-actuality,5.0.0,draft,"2.16.840.1.113883.4.642.3.831",AdverseEventActuality,Adverse Event Actuality,"Overall nature of the adverse event, e.g. real or potential.","StructureDefinition/zm-core-adverse-event","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/adverse-event-category,5.0.0,draft,"2.16.840.1.113883.4.642.3.833,2.16.840.1.113883.4.642.3.806",AdverseEventCategory,Adverse Event Category,"Overall categorization of the event, e.g. product-related or situational.","StructureDefinition/zm-core-adverse-event","THO"
http://hl7.org/fhir/ValueSet/adverse-event-causality-assess,5.0.0,draft,"2.16.840.1.113883.4.642.3.840,2.16.840.1.113883.4.642.3.815",AdverseEventCausalityAssessment,Adverse Event Causality Assessment,"Codes for the assessment of whether the entity caused the event.","StructureDefinition/zm-core-adverse-event","THO"
http://hl7.org/fhir/ValueSet/adverse-event-causality-method,5.0.0,draft,"2.16.840.1.113883.4.642.3.842,2.16.840.1.113883.4.642.3.817",AdverseEventCausalityMethod,Adverse Event Causality Method,"TODO.","StructureDefinition/zm-core-adverse-event","THO"
http://hl7.org/fhir/ValueSet/adverse-event-contributing-factor,5.0.0,draft,"2.16.840.1.113883.4.642.3.3237",AdverseEventContributingFactor,AdverseEvent Contributing Factor,"This value set includes codes that describe the contributing factors suspected to have increased the probability or severity of the adverse event.","StructureDefinition/zm-core-adverse-event","SCT"
http://hl7.org/fhir/ValueSet/adverse-event-mitigating-action,5.0.0,draft,"2.16.840.1.113883.4.642.3.3234",AdverseEventMitigatingAction,AdverseEvent Mitigating Action,"This value set includes codes that describe the ameliorating actions taken after the adverse event occured in order to reduce the extent of harm.","StructureDefinition/zm-core-adverse-event","SCT"
http://hl7.org/fhir/ValueSet/adverse-event-outcome,5.0.0,draft,"2.16.840.1.113883.4.642.3.809,2.16.840.1.113883.4.642.3.836",AdverseEventOutcome,AdverseEvent Outcome,"This value set includes codes that describe the type of outcome from the adverse event.","StructureDefinition/zm-core-adverse-event","SCT"
http://hl7.org/fhir/ValueSet/adverse-event-participant-function,5.0.0,draft,"2.16.840.1.113883.4.642.3.3235",AdverseEventParticipantFunction,AdverseEvent Participant Function,"This value set includes codes that describe the type of involvement of the actor in the adverse event.","StructureDefinition/zm-core-adverse-event","THO (V3)"
http://hl7.org/fhir/ValueSet/adverse-event-preventive-action,5.0.0,draft,"2.16.840.1.113883.4.642.3.3238",AdverseEventPreventiveAction,AdverseEvent Preventive Action,"This value set includes codes that describe the preventive actions that contributed to avoiding the adverse event.","StructureDefinition/zm-core-adverse-event","SCT"
http://hl7.org/fhir/ValueSet/adverse-event-seriousness,5.0.0,draft,"2.16.840.1.113883.4.642.3.811,2.16.840.1.113883.4.642.3.838",AdverseEventSeriousness,Adverse Event Seriousness,"Overall seriousness of this event for the patient.","StructureDefinition/zm-core-adverse-event","THO"
http://hl7.org/fhir/ValueSet/adverse-event-status,5.0.0,draft,"2.16.840.1.113883.4.642.3.3236",AdverseEventStatus,Adverse Event Status,"Codes identifying the lifecycle stage of an adverse event.","StructureDefinition/zm-core-adverse-event","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/adverse-event-supporting-info,5.0.0,draft,"2.16.840.1.113883.4.642.3.3239",AdverseEventSupportingInforation,AdverseEvent Supporting Information,"This value set includes codes that describe the supporting information relevant to the event.","StructureDefinition/zm-core-adverse-event","SCT"
http://hl7.org/fhir/ValueSet/adverse-event-type,5.0.0,draft,"2.16.840.1.113883.4.642.3.835,2.16.840.1.113883.4.642.3.808",AdverseEventType,AdverseEvent Type,"This value set includes codes that describe the adverse event or incident that occurred or was averted.","StructureDefinition/zm-core-adverse-event","SCT"
http://hl7.org/fhir/ValueSet/all-languages,5.0.0,active,"2.16.840.1.113883.4.642.3.21",AllLanguages,All Languages,"This value set includes all possible codes from BCP-47 (see http://tools.ietf.org/html/bcp47)","StructureDefinition/zm-core-communication-subscription-topic,StructureDefinition/zm-core-condition,StructureDefinition/zm-core-observation,StructureDefinition/zm-core-subscription,StructureDefinition/zm-core-immunization,StructureDefinition/zm-core-practitioner-role,StructureDefinition/zm-core-communication-provenance,StructureDefinition/zm-core-adverse-event,StructureDefinition/zm-core-group,StructureDefinition/zm-core-appointment,StructureDefinition/zm-core-specimen,StructureDefinition/zm-core-care-plan,StructureDefinition/zm-core-communication-task,StructureDefinition/zm-core-allergy-intolerance,StructureDefinition/zm-core-location,StructureDefinition/zm-core-communication-request,StructureDefinition/zm-communication-message-language,StructureDefinition/zm-core-practitioner,StructureDefinition/zm-core-healthcare-service,StructureDefinition/zm-core-diagnostic-report,StructureDefinition/zm-core-communication,StructureDefinition/zm-core-organization,StructureDefinition/zm-core-facility-organization,StructureDefinition/zm-core-medication-dispense,StructureDefinition/zm-core-patient,StructureDefinition/zm-core-communication-audit-event,StructureDefinition/zm-core-service-request,StructureDefinition/zm-core-medication-request,StructureDefinition/zm-core-related-person,StructureDefinition/zm-core-medication,StructureDefinition/zm-core-procedure,StructureDefinition/zm-core-communication-consent,StructureDefinition/zm-core-encounter","Other"
http://hl7.org/fhir/ValueSet/all-resource-types,5.0.0,active,"2.16.840.1.113883.4.642.3.3294",AllResourceTypes,All Resource Types,"All fhir resource types (including abstract resources)","StructureDefinition/zm-core-communication-subscription-topic,StructureDefinition/zm-core-subscription","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/allergy-intolerance-category,5.0.0,draft,"2.16.840.1.113883.4.642.2.53,2.16.840.1.113883.4.642.3.133,2.16.840.1.113883.4.642.3.123",AllergyIntoleranceCategory,Allergy Intolerance Category,"Category of an identified substance associated with allergies or intolerances.","StructureDefinition/zm-core-allergy-intolerance","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/allergy-intolerance-criticality,5.0.0,draft,"2.16.840.1.113883.4.642.3.129,2.16.840.1.113883.4.642.3.119,2.16.840.1.113883.4.642.2.51",AllergyIntoleranceCriticality,Allergy Intolerance Criticality,"Estimate of the potential clinical harm, or seriousness, of a reaction to an identified substance.","StructureDefinition/zm-core-allergy-intolerance","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/allergy-intolerance-type,5.0.0,draft,"2.16.840.1.113883.4.642.3.131,2.16.840.1.113883.4.642.3.121,2.16.840.1.113883.4.642.2.52",AllergyIntoleranceType,Allergy Intolerance Type,"Identification of the underlying physiological mechanism for a Reaction Risk.","StructureDefinition/zm-core-allergy-intolerance","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/allergyintolerance-clinical,5.0.0,draft,"2.16.840.1.113883.4.642.3.1372",AllergyIntoleranceClinicalStatusCodes,AllergyIntolerance Clinical Status Codes,"Preferred value set for AllergyIntolerance Clinical Status.","StructureDefinition/zm-core-allergy-intolerance","THO"
http://hl7.org/fhir/ValueSet/allergyintolerance-code,5.0.0,draft,"2.16.840.1.113883.4.642.3.137,2.16.840.1.113883.4.642.3.127",SubstanceProductAndConditionAndNegationCodes,AllergyIntolerance Substance/Product, Condition and Negation Codes,"This value set includes concept codes for specific substances/pharmaceutical products, allergy or intolerance conditions, and negation/exclusion codes to specify the absence of specific types of allergies or intolerances.","StructureDefinition/zm-core-allergy-intolerance","SCT"
http://hl7.org/fhir/ValueSet/allergyintolerance-verification,5.0.0,draft,"2.16.840.1.113883.4.642.3.1370",AllergyIntoleranceVerificationStatus,AllergyIntolerance Verification Status,"The verification status to support or decline the clinical status of the allergy or intolerance.","StructureDefinition/zm-core-allergy-intolerance","THO"
http://hl7.org/fhir/ValueSet/appointment-cancellation-reason,5.0.0,draft,"2.16.840.1.113883.4.642.3.1381",AppointmentCancellationReason,Appointment Cancellation Reason,"This example value set defines a set of reasons for the cancellation of an appointment.","StructureDefinition/zm-core-appointment","THO"
http://hl7.org/fhir/ValueSet/appointment-recurrrence-type,5.0.0,draft,"2.16.840.1.113883.4.642.3.2995",AppointmentRecurrenceType,Appointment Recurrence Type,"The recurrence type of a recurring appointment.","StructureDefinition/zm-core-appointment","UCUM"
http://hl7.org/fhir/ValueSet/appointmentstatus,5.0.0,draft,"2.16.840.1.113883.4.642.3.477,2.16.840.1.113883.4.642.2.284,2.16.840.1.113883.4.642.3.484",AppointmentStatus,Appointment Status,"The free/busy status of an appointment.","StructureDefinition/zm-core-appointment","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/audit-event-action,5.0.0,draft,"2.16.840.1.113883.4.642.3.452,2.16.840.1.113883.4.642.3.445,2.16.840.1.113883.4.642.2.263",AuditEventAction,Audit Event Action,"Indicator for type of action performed during the event that generated the event.","StructureDefinition/zm-core-communication-audit-event","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/audit-event-outcome,5.0.0,draft,"2.16.840.1.113883.4.642.3.454,2.16.840.1.113883.4.642.3.447,2.16.840.1.113883.4.642.2.264",AuditEventOutcome,Audit Event Outcome,"Indicates whether the event succeeded or failed.","StructureDefinition/zm-core-communication-audit-event","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/audit-event-outcome-detail,5.0.0,draft,"2.16.840.1.113883.4.642.3.2979",AuditEventOutcomeDetail,Audit Event Outcome Detail,"Indicates more detailed reason for outcome.","StructureDefinition/zm-core-communication-audit-event","THO"
http://hl7.org/fhir/ValueSet/audit-event-severity,5.0.0,draft,"2.16.840.1.113883.4.642.3.2980",AuditEventSeverity,Audit Event Severity,"The severity of the audit entry.","StructureDefinition/zm-core-communication-audit-event","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/audit-event-sub-type,5.0.0,active,"2.16.840.1.113883.4.642.3.464,2.16.840.1.113883.4.642.3.457,2.16.840.1.113883.4.642.2.270",AuditEventSubType,Audit Event Sub-Type,"More detailed code concerning the type of the audit event - defined by DICOM with some additional FHIR, HL7, and other additions.","StructureDefinition/zm-core-communication-audit-event","hl7.fhir.r5.core,DICOM"
http://hl7.org/fhir/ValueSet/audit-event-type,5.0.0,active,"2.16.840.1.113883.4.642.3.455,2.16.840.1.113883.4.642.2.269,2.16.840.1.113883.4.642.3.462",AuditEventID,Audit Event ID,"Event Categories for Audit Events - defined by DICOM with some FHIR specific additions.","StructureDefinition/zm-core-communication-audit-event","THO,DICOM"
http://hl7.org/fhir/ValueSet/body-site,5.0.0,draft,"2.16.840.1.113883.4.642.3.653,2.16.840.1.113883.4.642.2.78,2.16.840.1.113883.4.642.3.141",SNOMEDCTBodyStructures,SNOMED CT Body Structures,"This value set includes all codes from [SNOMED CT](http://snomed.info/sct) where concept is-a 442083009 (Anatomical or acquired body site (body structure)).","StructureDefinition/zm-core-specimen,StructureDefinition/zm-core-condition,StructureDefinition/zm-core-observation,StructureDefinition/zm-core-service-request,StructureDefinition/zm-core-procedure","SCT"
http://hl7.org/fhir/ValueSet/c80-practice-codes,5.0.0,active,"2.16.840.1.113883.4.642.2.134,2.16.840.1.113883.3.88.12.80.72",PracticeSettingCodeValueSet,Practice Setting Code Value Set,"This is the code representing the clinical specialty of the clinician or provider who    interacted with, treated, or provided a service to/for the patient. The value set used    for clinical specialty has been limited by HITSP to the value set reproduced from HITSP    C80 Table 2-149 Clinical Specialty Value Set Definition.","StructureDefinition/zm-core-appointment,StructureDefinition/zm-core-healthcare-service,StructureDefinition/zm-core-practitioner-role","SCT"
http://hl7.org/fhir/ValueSet/care-plan-activity-performed,5.0.0,draft,"2.16.840.1.113883.4.642.3.3000",CarePlanActivityPerformed,Care Plan Activity Performed,"Example codes indicating the care plan activity that was performed. Note that these are in no way complete and might not even be appropriate for some uses.","StructureDefinition/zm-core-care-plan","SCT"
http://hl7.org/fhir/ValueSet/care-plan-category,5.0.0,draft,"2.16.840.1.113883.4.642.3.136,2.16.840.1.113883.4.642.2.67,2.16.840.1.113883.4.642.3.148",CarePlanCategory,Care Plan Category,"Example codes indicating the category a care plan falls within.  Note that these are in no way complete and might not even be appropriate for some uses.","StructureDefinition/zm-core-care-plan","SCT"
http://hl7.org/fhir/ValueSet/care-plan-intent,5.0.0,draft,"2.16.840.1.113883.4.642.3.150,2.16.840.1.113883.4.642.3.141",CarePlanIntent,Care Plan Intent,"Codes indicating the degree of authority/intentionality associated with a care plan.","StructureDefinition/zm-core-care-plan","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/clinical-findings,5.0.0,draft,"2.16.840.1.113883.4.642.3.232,2.16.840.1.113883.4.642.3.227,2.16.840.1.113883.4.642.2.115",SNOMEDCTClinicalFindings,SNOMED CT Clinical Findings,"This value set includes all the ""Clinical finding"" [SNOMED CT](http://snomed.info/sct) codes - concepts where concept is-a 404684003 (Clinical finding (finding)).","StructureDefinition/zm-core-care-plan,StructureDefinition/zm-core-diagnostic-report,StructureDefinition/zm-core-communication,StructureDefinition/zm-core-allergy-intolerance,StructureDefinition/zm-core-condition","SCT"
http://hl7.org/fhir/ValueSet/communication-not-done-reason,5.0.0,draft,"2.16.840.1.113883.4.642.3.164,2.16.840.1.113883.4.642.3.174",CommunicationNotDoneReason,Communication Not Done Reason,"Codes for the reason why a communication did not happen.","StructureDefinition/zm-core-communication","THO"
http://hl7.org/fhir/ValueSet/communication-request-status-reason,5.0.0,draft,"2.16.840.1.113883.4.642.3.3164",CommunicationRequestStatusReason,CommunicationRequest Status Reason,"Example codes indicating the reason why a CommunicationRequest is on hold or revoked. Note that these are in no way complete and might not even be appropriate for some uses.","StructureDefinition/zm-core-communication-request","SCT"
http://hl7.org/fhir/ValueSet/communication-topic,5.0.0,draft,"2.16.840.1.113883.4.642.3.983",CommunicationTopic,Communication Topic,"Codes describing the purpose or content of the communication.","StructureDefinition/zm-core-communication","THO"
http://hl7.org/fhir/ValueSet/condition-category,5.0.0,draft,"2.16.840.1.113883.4.642.3.153,2.16.840.1.113883.4.642.3.162,2.16.840.1.113883.4.642.2.73",ConditionCategoryCodes,Condition Category Codes,"Preferred value set for Condition Categories.","StructureDefinition/zm-core-condition","THO"
http://hl7.org/fhir/ValueSet/condition-clinical,5.0.0,draft,"2.16.840.1.113883.4.642.3.155,2.16.840.1.113883.4.642.3.164,2.16.840.1.113883.4.642.2.74",ConditionClinicalStatusCodes,Condition Clinical Status Codes,"Preferred value set for Condition Clinical Status.","StructureDefinition/zm-core-condition","THO"
http://hl7.org/fhir/ValueSet/condition-code,5.0.0,draft,"2.16.840.1.113883.4.642.3.161,2.16.840.1.113883.4.642.2.72,2.16.840.1.113883.4.642.3.152",ConditionProblemDiagnosisCodes,Condition/Problem/Diagnosis Codes,"Example value set for Condition/Problem/Diagnosis codes.","StructureDefinition/zm-core-condition,StructureDefinition/zm-core-medication-request,StructureDefinition/zm-core-encounter,StructureDefinition/zm-core-procedure","SCT"
http://hl7.org/fhir/ValueSet/condition-severity,5.0.0,draft,"2.16.840.1.113883.4.642.3.168,2.16.840.1.113883.4.642.2.76,2.16.840.1.113883.4.642.3.159",ConditionDiagnosisSeverity,Condition/Diagnosis Severity,"Preferred value set for Condition/Diagnosis severity grading.","StructureDefinition/zm-core-condition","SCT"
http://hl7.org/fhir/ValueSet/condition-stage,5.0.0,draft,"2.16.840.1.113883.4.642.3.161,2.16.840.1.113883.4.642.3.170,2.16.840.1.113883.4.642.2.408",ConditionStage,Condition Stage,"Value set for stages of cancer and other conditions.","StructureDefinition/zm-core-condition","SCT"
http://hl7.org/fhir/ValueSet/condition-stage-type,5.0.0,draft,"2.16.840.1.113883.4.642.3.171",ConditionStageType,Condition Stage Type,"Example value set for the type of stages of cancer and other conditions","StructureDefinition/zm-core-condition","SCT"
http://hl7.org/fhir/ValueSet/condition-ver-status,5.0.0,draft,"2.16.840.1.113883.4.642.3.157,2.16.840.1.113883.4.642.2.75,2.16.840.1.113883.4.642.3.166",ConditionVerificationStatus,Condition Verification Status,"The verification status to support or decline the clinical status of the condition or diagnosis.","StructureDefinition/zm-core-condition","THO"
http://hl7.org/fhir/ValueSet/consent-category,5.0.0,draft,"2.16.840.1.113883.4.642.3.751,2.16.840.1.113883.4.642.3.735",ConsentCategoryCodes,Consent Category Codes,"This value set includes sample Consent Directive Type codes, including several consent directive related LOINC codes; HL7 VALUE SET: ActConsentType(2.16.840.1.113883.1.11.19897); examples of US realm consent directive legal descriptions and references to online and/or downloadable forms such as the SSA-827 Authorization to Disclose Information to the Social Security Administration; and other anticipated consent directives related to participation in a clinical trial, medical procedures, reproductive procedures; health care directive (Living Will); advance directive, do not resuscitate (DNR); Physician Orders for Life-Sustaining Treatment (POLST)","StructureDefinition/zm-core-communication-consent","LOINC,THO"
http://hl7.org/fhir/ValueSet/consent-content-class,5.0.0,draft,"2.16.840.1.113883.4.642.3.745,2.16.840.1.113883.4.642.3.747",ConsentContentClass,Consent Content Class,"This value set includes the FHIR resource types, along with some other important content class codes","StructureDefinition/zm-core-communication-consent","Other"
http://hl7.org/fhir/ValueSet/consent-content-code,5.0.0,draft,"2.16.840.1.113883.4.642.3.748,2.16.840.1.113883.4.642.3.746",ConsentContentCodes,Consent Content Codes,"This example value set contains all LOINC code","StructureDefinition/zm-core-communication-consent","LOINC"
http://hl7.org/fhir/ValueSet/consent-data-meaning,5.0.0,draft,"2.16.840.1.113883.4.642.3.743,2.16.840.1.113883.4.642.3.759",ConsentDataMeaning,Consent Data Meaning,"How a resource reference is interpreted when testing consent restrictions.","StructureDefinition/zm-core-communication-consent","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/consent-policy,5.0.0,draft,"2.16.840.1.113883.4.642.3.1014",ConsentPolicyRuleCodes,Consent PolicyRule Codes,"This value set includes sample Regulatory consent policy types from the US and other regions.","StructureDefinition/zm-core-communication-consent","THO"
http://hl7.org/fhir/ValueSet/consent-provision-type,5.0.0,draft,"2.16.840.1.113883.4.642.3.757",ConsentProvisionType,Consent Provision Type,"How a rule statement is applied, such as adding additional consent or removing consent.","StructureDefinition/zm-core-communication-consent","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/consent-state-codes,5.0.0,draft,"2.16.840.1.113883.4.642.3.755,2.16.840.1.113883.4.642.3.739",ConsentState,Consent State,"Indicates the state of the consent.","StructureDefinition/zm-core-communication-consent","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/consent-verification,5.0.0,draft,"2.16.840.1.113883.4.642.3.3178",ConsentVerificationCodes,Consent Vefication Codes,"This value set includes base Consent Verification codes.","StructureDefinition/zm-core-communication-consent","THO"
http://hl7.org/fhir/ValueSet/data-absent-reason,5.0.0,active,"2.16.840.1.113883.4.642.3.5",DataAbsentReason,Data Absent Reason,"Used to specify why the normally expected content of the data element is missing.","StructureDefinition/zm-core-observation","THO"
http://hl7.org/fhir/ValueSet/days-of-week,5.0.0,active,"2.16.840.1.113883.4.642.3.512,2.16.840.1.113883.4.642.2.302,2.16.840.1.113883.4.642.3.506",DaysOfWeek,Days Of Week,"The days of the week.","StructureDefinition/zm-core-appointment","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/device-action,5.0.0,draft,"2.16.840.1.113883.4.642.3.425,2.16.840.1.113883.4.642.2.236,2.16.840.1.113883.4.642.3.416",ProcedureDeviceActionCodes,Procedure Device Action Codes,"Example codes indicating the change that happened to the device during the procedure.  Note that these are in no way complete and might not even be appropriate for some uses.","StructureDefinition/zm-core-procedure","SCT"
http://hl7.org/fhir/ValueSet/device-type,5.0.0,draft,"2.16.840.1.113883.4.642.3.1376",DeviceType,Device Type,"Codes used to identify medical devices. Includes concepts from SNOMED CT (http://www.snomed.org/) where concept is-a 49062001 (Device)  and is provided as a suggestive example.","StructureDefinition/zm-core-procedure","SCT,Other"
http://hl7.org/fhir/ValueSet/diagnostic-report-status,5.0.0,draft,"2.16.840.1.113883.4.642.3.235,2.16.840.1.113883.4.642.2.118,2.16.840.1.113883.4.642.3.230",DiagnosticReportStatus,Diagnostic Report Status,"The status of the diagnostic report.","StructureDefinition/zm-core-diagnostic-report","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/diagnostic-service-sections,5.0.0,draft,"2.16.840.1.113883.4.642.3.234,2.16.840.1.113883.4.642.2.117,2.16.840.1.113883.4.642.3.229",DiagnosticServiceSectionCodes,Diagnostic Service Section Codes,"This value set includes all the codes in HL7 V2 table 0074.","StructureDefinition/zm-core-diagnostic-report","THO (V2)"
http://hl7.org/fhir/ValueSet/encounter-admit-source,5.0.0,draft,"2.16.840.1.113883.4.642.3.257,2.16.840.1.113883.4.642.2.144,2.16.840.1.113883.4.642.3.252",AdmitSource,Admit Source,"This value set defines a set of codes that can be used to indicate from where the patient came in.","StructureDefinition/zm-core-encounter","THO"
http://hl7.org/fhir/ValueSet/encounter-diagnosis-use,5.0.0,draft,"2.16.840.1.113883.4.642.4.3321",EncounterDiagnosisUse,Encounter Diagnosis Use,"What a specific Encounter/EpisodeOfCare `diagnosis.condition` is to be used for.","StructureDefinition/zm-core-encounter","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/encounter-diet,5.0.0,draft,"2.16.840.1.113883.4.642.3.255,2.16.840.1.113883.4.642.2.142,2.16.840.1.113883.4.642.3.250",EncounterDiet,Diet,"This value set defines a set of codes that can be used to indicate dietary preferences or restrictions a patient may have.","StructureDefinition/zm-core-encounter","THO"
http://hl7.org/fhir/ValueSet/encounter-discharge-disposition,5.0.0,draft,"2.16.840.1.113883.4.642.3.254,2.16.840.1.113883.4.642.2.145,2.16.840.1.113883.4.642.3.259",DischargeDisposition,Discharge Disposition,"This value set defines a set of codes that can be used to where the patient left the hospital.","StructureDefinition/zm-core-encounter","THO"
http://hl7.org/fhir/ValueSet/encounter-location-status,5.0.0,draft,"2.16.840.1.113883.4.642.3.257,2.16.840.1.113883.4.642.2.147,2.16.840.1.113883.4.642.3.262",EncounterLocationStatus,Encounter Location Status,"The status of the location.","StructureDefinition/zm-core-encounter","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/encounter-participant-type,5.0.0,draft,"2.16.840.1.113883.4.642.3.245,2.16.840.1.113883.4.642.2.139,2.16.840.1.113883.4.642.3.250",ParticipantType,Participant Type,"This value set defines a set of codes that can be used to indicate how an individual participates in an encounter.","StructureDefinition/zm-core-appointment,StructureDefinition/zm-core-encounter","THO (V3),THO"
http://hl7.org/fhir/ValueSet/encounter-reason,5.0.0,draft,"2.16.840.1.113883.4.642.3.256,2.16.840.1.113883.4.642.2.146,2.16.840.1.113883.4.642.3.261",EncounterReasonCodes,Encounter Reason Codes,"This examples value set defines the set of codes that can be used to indicate reasons for an encounter.","StructureDefinition/zm-core-appointment,StructureDefinition/zm-core-encounter","SCT"
http://hl7.org/fhir/ValueSet/encounter-reason-use,5.0.0,draft,"2.16.840.1.113883.4.642.4.3320",EncounterReasonUse,Encounter Reason Use,"What a specific Encounter/EpisodeOfCare `reason.value` is to be used for.","StructureDefinition/zm-core-encounter","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/encounter-special-arrangements,5.0.0,draft,"2.16.840.1.113883.4.642.3.248,2.16.840.1.113883.4.642.2.141,2.16.840.1.113883.4.642.3.253",SpecialArrangements,Special Arrangements,"This value set defines a set of codes that can be used to indicate the kinds of special arrangements in place for a patients visit.","StructureDefinition/zm-core-encounter","THO"
